region_code,weather_param,year, key, value
Wales,Tmin,1921,SEP,8.4
Wales,Tmin,1921,OCT,8.1
Wales,Tmin,1921,NOV,2.1
Wales,Tmin,1921,DEC,3.6
Wales,Tmin,1921,WIN,2.55
Wales,Tmin,1921,SPR,3.93
Wales,Tmin,1921,SUM,10.21
Wales,Tmin,1921,AUT,6.20
Wales,Tmin,1921,ANN,5.93
Wales,Tmin,1922,JAN,1.2
Wales,Tmin,1922,FEB,1.5
Wales,Tmin,1922,MAR,1.2
Wales,Tmin,1922,APR,0.9
Wales,Tmin,1922,MAY,6.6
Wales,Tmin,1922,JUN,8.0
Wales,Tmin,1922,JUL,8.9
Wales,Tmin,1922,AUG,8.8
Wales,Tmin,1922,SEP,7.9
Wales,Tmin,1922,OCT,4.4
Wales,Tmin,1922,NOV,2.6
Wales,Tmin,1922,DEC,3.5
Wales,Tmin,1922,WIN,2.14
Wales,Tmin,1922,SPR,2.91
Wales,Tmin,1922,SUM,8.57
Wales,Tmin,1922,AUT,4.93
Wales,Tmin,1922,ANN,4.64
Wales,Tmin,1923,JAN,3.0
Wales,Tmin,1923,FEB,3.2
Wales,Tmin,1923,MAR,2.9
Wales,Tmin,1923,APR,3.5
Wales,Tmin,1923,MAY,4.9
Wales,Tmin,1923,JUN,8.2
Wales,Tmin,1923,JUL,12.1
Wales,Tmin,1923,AUG,10.4
Wales,Tmin,1923,SEP,7.8
Wales,Tmin,1923,OCT,6.5
Wales,Tmin,1923,NOV,0.4
Wales,Tmin,1923,DEC,1.8
Wales,Tmin,1923,WIN,3.25
Wales,Tmin,1923,SPR,3.76
Wales,Tmin,1923,SUM,10.25
Wales,Tmin,1923,AUT,4.90
Wales,Tmin,1923,ANN,5.40
Wales,Tmin,1924,JAN,2.2
Wales,Tmin,1924,FEB,0.3
Wales,Tmin,1924,MAR,-0.1
Wales,Tmin,1924,APR,2.2
Wales,Tmin,1924,MAY,6.7
Wales,Tmin,1924,JUN,8.8
Wales,Tmin,1924,JUL,10.1
Wales,Tmin,1924,AUG,9.7
Wales,Tmin,1924,SEP,9.2
Wales,Tmin,1924,OCT,6.6
Wales,Tmin,1924,NOV,3.8
Wales,Tmin,1924,DEC,4.5
Wales,Tmin,1924,WIN,1.46
Wales,Tmin,1924,SPR,2.94
Wales,Tmin,1924,SUM,9.56
Wales,Tmin,1924,AUT,6.55
Wales,Tmin,1924,ANN,5.37
Wales,Tmin,1925,JAN,2.9
Wales,Tmin,1925,FEB,1.8
Wales,Tmin,1925,MAR,1.4
Wales,Tmin,1925,APR,3.0
Wales,Tmin,1925,MAY,6.6
Wales,Tmin,1925,JUN,8.4
Wales,Tmin,1925,JUL,10.9
Wales,Tmin,1925,AUG,10.8
Wales,Tmin,1925,SEP,7.4
Wales,Tmin,1925,OCT,6.5
Wales,Tmin,1925,NOV,0.1
Wales,Tmin,1925,DEC,0.4
Wales,Tmin,1925,WIN,3.12
Wales,Tmin,1925,SPR,3.70
Wales,Tmin,1925,SUM,10.06
Wales,Tmin,1925,AUT,4.70
Wales,Tmin,1925,ANN,5.06
Wales,Tmin,1926,JAN,2.3
Wales,Tmin,1926,FEB,3.9
Wales,Tmin,1926,MAR,2.9
Wales,Tmin,1926,APR,4.4
Wales,Tmin,1926,MAY,5.1
Wales,Tmin,1926,JUN,7.6
Wales,Tmin,1926,JUL,11.7
Wales,Tmin,1926,AUG,11.2
Wales,Tmin,1926,SEP,9.9
Wales,Tmin,1926,OCT,4.2
Wales,Tmin,1926,NOV,2.2
Wales,Tmin,1926,DEC,1.5
Wales,Tmin,1926,WIN,2.16
Wales,Tmin,1926,SPR,4.14
Wales,Tmin,1926,SUM,10.22
Wales,Tmin,1926,AUT,5.44
Wales,Tmin,1926,ANN,5.60
Wales,Tmin,1927,JAN,2.2
Wales,Tmin,1927,FEB,0.8
Wales,Tmin,1927,MAR,3.5
Wales,Tmin,1927,APR,3.6
Wales,Tmin,1927,MAY,5.8
Wales,Tmin,1927,JUN,7.5
Wales,Tmin,1927,JUL,11.0
Wales,Tmin,1927,AUG,10.8
Wales,Tmin,1927,SEP,8.5
Wales,Tmin,1927,OCT,6.5
Wales,Tmin,1927,NOV,3.3
Wales,Tmin,1927,DEC,0.1
Wales,Tmin,1927,WIN,1.50
Wales,Tmin,1927,SPR,4.32
Wales,Tmin,1927,SUM,9.81
Wales,Tmin,1927,AUT,6.11
Wales,Tmin,1927,ANN,5.34
Wales,Tmin,1928,JAN,2.0
Wales,Tmin,1928,FEB,2.7
Wales,Tmin,1928,MAR,2.2
Wales,Tmin,1928,APR,3.7
Wales,Tmin,1928,MAY,5.8
Wales,Tmin,1928,JUN,7.9
Wales,Tmin,1928,JUL,10.4
Wales,Tmin,1928,AUG,10.3
Wales,Tmin,1928,SEP,7.5
Wales,Tmin,1928,OCT,6.6
Wales,Tmin,1928,NOV,4.6
Wales,Tmin,1928,DEC,0.8
Wales,Tmin,1928,WIN,1.57
Wales,Tmin,1928,SPR,3.90
Wales,Tmin,1928,SUM,9.54
Wales,Tmin,1928,AUT,6.25
Wales,Tmin,1928,ANN,5.38
Wales,Tmin,1929,JAN,-0.8
Wales,Tmin,1929,FEB,-2.1
Wales,Tmin,1929,MAR,0.4
Wales,Tmin,1929,APR,2.1
Wales,Tmin,1929,MAY,5.6
Wales,Tmin,1929,JUN,7.3
Wales,Tmin,1929,JUL,9.9
Wales,Tmin,1929,AUG,10.0
Wales,Tmin,1929,SEP,9.6
Wales,Tmin,1929,OCT,5.9
Wales,Tmin,1929,NOV,3.3
Wales,Tmin,1929,DEC,3.0
Wales,Tmin,1929,WIN,-0.65
Wales,Tmin,1929,SPR,2.72
Wales,Tmin,1929,SUM,9.11
Wales,Tmin,1929,AUT,6.24
Wales,Tmin,1929,ANN,4.56
Wales,Tmin,1930,JAN,2.1
Wales,Tmin,1930,FEB,-0.7
Wales,Tmin,1930,MAR,1.5
Wales,Tmin,1930,APR,4.0
Wales,Tmin,1930,MAY,5.8
Wales,Tmin,1930,JUN,8.8
Wales,Tmin,1930,JUL,10.4
Wales,Tmin,1930,AUG,10.4
Wales,Tmin,1930,SEP,9.4
Wales,Tmin,1930,OCT,7.1
Wales,Tmin,1930,NOV,3.0
Wales,Tmin,1930,DEC,1.9
Wales,Tmin,1930,WIN,1.52
Wales,Tmin,1930,SPR,3.77
Wales,Tmin,1930,SUM,9.89
Wales,Tmin,1930,AUT,6.53
Wales,Tmin,1930,ANN,5.36
Wales,Tmin,1931,JAN,0.7
Wales,Tmin,1931,FEB,1.1
Wales,Tmin,1931,MAR,-0.1
Wales,Tmin,1931,APR,3.7
Wales,Tmin,1931,MAY,6.0
Wales,Tmin,1931,JUN,9.3
Wales,Tmin,1931,JUL,10.4
Wales,Tmin,1931,AUG,9.8
Wales,Tmin,1931,SEP,7.6
Wales,Tmin,1931,OCT,4.6
Wales,Tmin,1931,NOV,4.7
Wales,Tmin,1931,DEC,3.0
Wales,Tmin,1931,WIN,1.22
Wales,Tmin,1931,SPR,3.19
Wales,Tmin,1931,SUM,9.85
Wales,Tmin,1931,AUT,5.61
Wales,Tmin,1931,ANN,5.07
Wales,Tmin,1932,JAN,3.2
Wales,Tmin,1932,FEB,-0.2
Wales,Tmin,1932,MAR,0.4
Wales,Tmin,1932,APR,2.4
Wales,Tmin,1932,MAY,5.6
Wales,Tmin,1932,JUN,8.2
Wales,Tmin,1932,JUL,11.2
Wales,Tmin,1932,AUG,12.0
Wales,Tmin,1932,SEP,8.7
Wales,Tmin,1932,OCT,5.0
Wales,Tmin,1932,NOV,3.7
Wales,Tmin,1932,DEC,3.0
Wales,Tmin,1932,WIN,2.05
Wales,Tmin,1932,SPR,2.82
Wales,Tmin,1932,SUM,10.51
Wales,Tmin,1932,AUT,5.79
Wales,Tmin,1932,ANN,5.31
Wales,Tmin,1933,JAN,-0.8
Wales,Tmin,1933,FEB,0.4
Wales,Tmin,1933,MAR,2.6
Wales,Tmin,1933,APR,3.7
Wales,Tmin,1933,MAY,6.6
Wales,Tmin,1933,JUN,9.2
Wales,Tmin,1933,JUL,11.5
Wales,Tmin,1933,AUG,11.5
Wales,Tmin,1933,SEP,9.3
Wales,Tmin,1933,OCT,6.3
Wales,Tmin,1933,NOV,2.4
Wales,Tmin,1933,DEC,-1.4
Wales,Tmin,1933,WIN,0.88
Wales,Tmin,1933,SPR,4.29
Wales,Tmin,1933,SUM,10.75
Wales,Tmin,1933,AUT,6.01
Wales,Tmin,1933,ANN,5.13
Wales,Tmin,1934,JAN,1.3
Wales,Tmin,1934,FEB,-0.1
Wales,Tmin,1934,MAR,0.9
Wales,Tmin,1934,APR,3.1
Wales,Tmin,1934,MAY,5.7
Wales,Tmin,1934,JUN,9.1
Wales,Tmin,1934,JUL,11.8
Wales,Tmin,1934,AUG,9.7
Wales,Tmin,1934,SEP,9.2
Wales,Tmin,1934,OCT,6.9
Wales,Tmin,1934,NOV,3.3
Wales,Tmin,1934,DEC,5.5
Wales,Tmin,1934,WIN,-0.08
Wales,Tmin,1934,SPR,3.22
Wales,Tmin,1934,SUM,10.22
Wales,Tmin,1934,AUT,6.47
Wales,Tmin,1934,ANN,5.57
Wales,Tmin,1935,JAN,2.0
Wales,Tmin,1935,FEB,2.6
Wales,Tmin,1935,MAR,2.3
Wales,Tmin,1935,APR,3.6
Wales,Tmin,1935,MAY,4.8
Wales,Tmin,1935,JUN,9.5
Wales,Tmin,1935,JUL,11.3
Wales,Tmin,1935,AUG,10.5
Wales,Tmin,1935,SEP,9.1
Wales,Tmin,1935,OCT,6.0
Wales,Tmin,1935,NOV,3.2
Wales,Tmin,1935,DEC,0.4
Wales,Tmin,1935,WIN,3.42
Wales,Tmin,1935,SPR,3.57
Wales,Tmin,1935,SUM,10.43
Wales,Tmin,1935,AUT,6.10
Wales,Tmin,1935,ANN,5.46
Wales,Tmin,1936,JAN,0.8
Wales,Tmin,1936,FEB,-0.1
Wales,Tmin,1936,MAR,3.3
Wales,Tmin,1936,APR,2.0
Wales,Tmin,1936,MAY,6.1
Wales,Tmin,1936,JUN,9.2
Wales,Tmin,1936,JUL,10.6
Wales,Tmin,1936,AUG,10.9
Wales,Tmin,1936,SEP,9.8
Wales,Tmin,1936,OCT,5.6
Wales,Tmin,1936,NOV,2.8
Wales,Tmin,1936,DEC,2.7
Wales,Tmin,1936,WIN,0.38
Wales,Tmin,1936,SPR,3.81
Wales,Tmin,1936,SUM,10.25
Wales,Tmin,1936,AUT,6.07
Wales,Tmin,1936,ANN,5.33
Wales,Tmin,1937,JAN,2.3
Wales,Tmin,1937,FEB,2.8
Wales,Tmin,1937,MAR,-0.1
Wales,Tmin,1937,APR,5.1
Wales,Tmin,1937,MAY,6.5
Wales,Tmin,1937,JUN,8.5
Wales,Tmin,1937,JUL,10.9
Wales,Tmin,1937,AUG,10.9
Wales,Tmin,1937,SEP,8.6
Wales,Tmin,1937,OCT,6.2
Wales,Tmin,1937,NOV,2.2
Wales,Tmin,1937,DEC,0.5
Wales,Tmin,1937,WIN,2.58
Wales,Tmin,1937,SPR,3.83
Wales,Tmin,1937,SUM,10.11
Wales,Tmin,1937,AUT,5.66
Wales,Tmin,1937,ANN,5.37
Wales,Tmin,1938,JAN,3.0
Wales,Tmin,1938,FEB,2.0
Wales,Tmin,1938,MAR,4.0
Wales,Tmin,1938,APR,2.2
Wales,Tmin,1938,MAY,5.8
Wales,Tmin,1938,JUN,8.9
Wales,Tmin,1938,JUL,9.7
Wales,Tmin,1938,AUG,10.7
Wales,Tmin,1938,SEP,8.8
Wales,Tmin,1938,OCT,7.2
Wales,Tmin,1938,NOV,6.1
Wales,Tmin,1938,DEC,2.0
Wales,Tmin,1938,WIN,1.84
Wales,Tmin,1938,SPR,4.02
Wales,Tmin,1938,SUM,9.76
Wales,Tmin,1938,AUT,7.35
Wales,Tmin,1938,ANN,5.89
Wales,Tmin,1939,JAN,1.5
Wales,Tmin,1939,FEB,2.2
Wales,Tmin,1939,MAR,2.6
Wales,Tmin,1939,APR,3.7
Wales,Tmin,1939,MAY,6.2
Wales,Tmin,1939,JUN,8.6
Wales,Tmin,1939,JUL,10.4
Wales,Tmin,1939,AUG,11.2
Wales,Tmin,1939,SEP,9.3
Wales,Tmin,1939,OCT,4.4
Wales,Tmin,1939,NOV,5.7
Wales,Tmin,1939,DEC,0.8
Wales,Tmin,1939,WIN,1.89
Wales,Tmin,1939,SPR,4.19
Wales,Tmin,1939,SUM,10.11
Wales,Tmin,1939,AUT,6.44
Wales,Tmin,1939,ANN,5.57
Wales,Tmin,1940,JAN,-4.0
Wales,Tmin,1940,FEB,0.3
Wales,Tmin,1940,MAR,1.9
Wales,Tmin,1940,APR,4.3
Wales,Tmin,1940,MAY,6.6
Wales,Tmin,1940,JUN,9.6
Wales,Tmin,1940,JUL,9.6
Wales,Tmin,1940,AUG,10.5
Wales,Tmin,1940,SEP,7.8
Wales,Tmin,1940,OCT,5.9
Wales,Tmin,1940,NOV,4.1
Wales,Tmin,1940,DEC,1.5
Wales,Tmin,1940,WIN,-1.02
Wales,Tmin,1940,SPR,4.30
Wales,Tmin,1940,SUM,9.92
Wales,Tmin,1940,AUT,5.90
Wales,Tmin,1940,ANN,4.85
Wales,Tmin,1941,JAN,-2.2
Wales,Tmin,1941,FEB,0.1
Wales,Tmin,1941,MAR,1.1
Wales,Tmin,1941,APR,2.3
Wales,Tmin,1941,MAY,4.1
Wales,Tmin,1941,JUN,9.2
Wales,Tmin,1941,JUL,10.9
Wales,Tmin,1941,AUG,10.1
Wales,Tmin,1941,SEP,10.2
Wales,Tmin,1941,OCT,6.7
Wales,Tmin,1941,NOV,3.5
Wales,Tmin,1941,DEC,3.2
Wales,Tmin,1941,WIN,-0.20
Wales,Tmin,1941,SPR,2.48
Wales,Tmin,1941,SUM,10.07
Wales,Tmin,1941,AUT,6.82
Wales,Tmin,1941,ANN,4.96
Wales,Tmin,1942,JAN,-0.7
Wales,Tmin,1942,FEB,-2.9
Wales,Tmin,1942,MAR,1.8
Wales,Tmin,1942,APR,4.2
Wales,Tmin,1942,MAY,5.6
Wales,Tmin,1942,JUN,8.0
Wales,Tmin,1942,JUL,10.2
Wales,Tmin,1942,AUG,11.5
Wales,Tmin,1942,SEP,9.2
Wales,Tmin,1942,OCT,6.7
Wales,Tmin,1942,NOV,1.8
Wales,Tmin,1942,DEC,4.4
Wales,Tmin,1942,WIN,-0.03
Wales,Tmin,1942,SPR,3.85
Wales,Tmin,1942,SUM,9.91
Wales,Tmin,1942,AUT,5.90
Wales,Tmin,1942,ANN,5.03
Wales,Tmin,1943,JAN,2.6
Wales,Tmin,1943,FEB,3.0
Wales,Tmin,1943,MAR,2.5
Wales,Tmin,1943,APR,5.5
Wales,Tmin,1943,MAY,6.0
Wales,Tmin,1943,JUN,9.0
Wales,Tmin,1943,JUL,10.4
Wales,Tmin,1943,AUG,10.9
Wales,Tmin,1943,SEP,8.3
Wales,Tmin,1943,OCT,6.4
Wales,Tmin,1943,NOV,3.7
Wales,Tmin,1943,DEC,1.0
Wales,Tmin,1943,WIN,3.36
Wales,Tmin,1943,SPR,4.63
Wales,Tmin,1943,SUM,10.12
Wales,Tmin,1943,AUT,6.14
Wales,Tmin,1943,ANN,5.78
Wales,Tmin,1944,JAN,3.4
Wales,Tmin,1944,FEB,0.8
Wales,Tmin,1944,MAR,1.0
Wales,Tmin,1944,APR,5.0
Wales,Tmin,1944,MAY,5.3
Wales,Tmin,1944,JUN,8.5
Wales,Tmin,1944,JUL,11.5
Wales,Tmin,1944,AUG,11.2
Wales,Tmin,1944,SEP,7.7
Wales,Tmin,1944,OCT,5.7
Wales,Tmin,1944,NOV,3.4
Wales,Tmin,1944,DEC,1.5
Wales,Tmin,1944,WIN,1.76
Wales,Tmin,1944,SPR,3.78
Wales,Tmin,1944,SUM,10.43
Wales,Tmin,1944,AUT,5.56
Wales,Tmin,1944,ANN,5.44
Wales,Tmin,1945,JAN,-2.2
Wales,Tmin,1945,FEB,3.4
Wales,Tmin,1945,MAR,3.4
Wales,Tmin,1945,APR,5.0
Wales,Tmin,1945,MAY,6.7
Wales,Tmin,1945,JUN,9.1
Wales,Tmin,1945,JUL,11.0
Wales,Tmin,1945,AUG,10.7
Wales,Tmin,1945,SEP,9.9
Wales,Tmin,1945,OCT,7.7
Wales,Tmin,1945,NOV,4.2
Wales,Tmin,1945,DEC,3.0
Wales,Tmin,1945,WIN,0.85
Wales,Tmin,1945,SPR,5.02
Wales,Tmin,1945,SUM,10.25
Wales,Tmin,1945,AUT,7.25
Wales,Tmin,1945,ANN,5.99
Wales,Tmin,1946,JAN,0.0
Wales,Tmin,1946,FEB,3.4
Wales,Tmin,1946,MAR,0.9
Wales,Tmin,1946,APR,4.4
Wales,Tmin,1946,MAY,5.2
Wales,Tmin,1946,JUN,7.8
Wales,Tmin,1946,JUL,10.3
Wales,Tmin,1946,AUG,9.6
Wales,Tmin,1946,SEP,9.8
Wales,Tmin,1946,OCT,6.5
Wales,Tmin,1946,NOV,5.4
Wales,Tmin,1946,DEC,0.5
Wales,Tmin,1946,WIN,2.10
Wales,Tmin,1946,SPR,3.51
Wales,Tmin,1946,SUM,9.25
Wales,Tmin,1946,AUT,7.22
Wales,Tmin,1946,ANN,5.32
Wales,Tmin,1947,JAN,-0.4
Wales,Tmin,1947,FEB,-4.4
Wales,Tmin,1947,MAR,0.2
Wales,Tmin,1947,APR,3.9
Wales,Tmin,1947,MAY,7.2
Wales,Tmin,1947,JUN,9.6
Wales,Tmin,1947,JUL,11.0
Wales,Tmin,1947,AUG,11.8
Wales,Tmin,1947,SEP,9.8
Wales,Tmin,1947,OCT,6.2
Wales,Tmin,1947,NOV,4.3
Wales,Tmin,1947,DEC,2.9
Wales,Tmin,1947,WIN,-1.34
Wales,Tmin,1947,SPR,3.75
Wales,Tmin,1947,SUM,10.82
Wales,Tmin,1947,AUT,6.76
Wales,Tmin,1947,ANN,5.23
Wales,Tmin,1948,JAN,2.4
Wales,Tmin,1948,FEB,1.6
Wales,Tmin,1948,MAR,3.6
Wales,Tmin,1948,APR,3.6
Wales,Tmin,1948,MAY,5.1
Wales,Tmin,1948,JUN,8.8
Wales,Tmin,1948,JUL,10.6
Wales,Tmin,1948,AUG,10.6
Wales,Tmin,1948,SEP,9.6
Wales,Tmin,1948,OCT,6.6
Wales,Tmin,1948,NOV,4.8
Wales,Tmin,1948,DEC,2.5
Wales,Tmin,1948,WIN,2.29
Wales,Tmin,1948,SPR,4.10
Wales,Tmin,1948,SUM,10.00
Wales,Tmin,1948,AUT,6.99
Wales,Tmin,1948,ANN,5.83
Wales,Tmin,1949,JAN,2.8
Wales,Tmin,1949,FEB,2.0
Wales,Tmin,1949,MAR,1.4
Wales,Tmin,1949,APR,5.2
Wales,Tmin,1949,MAY,5.4
Wales,Tmin,1949,JUN,9.1
Wales,Tmin,1949,JUL,11.5
Wales,Tmin,1949,AUG,11.1
Wales,Tmin,1949,SEP,10.9
Wales,Tmin,1949,OCT,8.1
Wales,Tmin,1949,NOV,3.8
Wales,Tmin,1949,DEC,3.1
Wales,Tmin,1949,WIN,2.46
Wales,Tmin,1949,SPR,4.00
Wales,Tmin,1949,SUM,10.61
Wales,Tmin,1949,AUT,7.63
Wales,Tmin,1949,ANN,6.24
Wales,Tmin,1950,JAN,1.6
Wales,Tmin,1950,FEB,2.1
Wales,Tmin,1950,MAR,3.4
Wales,Tmin,1950,APR,3.4
Wales,Tmin,1950,MAY,6.5
Wales,Tmin,1950,JUN,10.2
Wales,Tmin,1950,JUL,10.7
Wales,Tmin,1950,AUG,10.3
Wales,Tmin,1950,SEP,8.9
Wales,Tmin,1950,OCT,6.3
Wales,Tmin,1950,NOV,2.5
Wales,Tmin,1950,DEC,-0.7
Wales,Tmin,1950,WIN,2.27
Wales,Tmin,1950,SPR,4.43
Wales,Tmin,1950,SUM,10.41
Wales,Tmin,1950,AUT,5.89
Wales,Tmin,1950,ANN,5.45
Wales,Tmin,1951,JAN,1.3
